Tipo de inmueble,Dirección,Precio,Habitaciones,m2,Provincia,C. Autónoma
Chalet,Avenida Luis Jacinto Ramallo García s/n,104000,4,550,Badajoz,Extremadura
Chalet,Avenida Luis Jacinto Ramallo García s/n,89000,4,550,Badajoz,Extremadura
Piso,Calle Hernán Cortés,44000,3,93,Badajoz,Extremadura
Chalet,Calle Pío XII,360000,6,246,Badajoz,Extremadura
Chalet,ancha,45000,5,174,Badajoz,Extremadura
Chalet,Ancha,13000,2,71,Badajoz,Extremadura
Chalet,Pozo Alto,30000,2,62,Badajoz,Extremadura
Chalet,Calle Santiago 111,159900,6,170,Badajoz,Extremadura
Chalet,Ciudad Jardín,950000,5,52,Badajoz,Extremadura
Piso,Calle República Argentina,249900,5,171,Badajoz,Extremadura
Piso,Calle Dos de Mayo,85000,3,111,Badajoz,Extremadura
Casa Rural,Cañuelo,99450,3,264,Badajoz,Extremadura
Piso,Paseo Condes de Barcelona,239900,3,100,Badajoz,Extremadura
Casa Rural,los grifos 8,40000,3,91,Badajoz,Extremadura
Casa Rural,altozano 31,70000,4,156,Badajoz,Extremadura
Casa Rural,Paseo de las Palmeras 20,180000,9,487,Badajoz,Extremadura
Casa Rural,poeta miguel hernandez,87000,3,90,Badajoz,Extremadura
Casa Rural,Avenida EXTREMADURA,120000,4,143,Badajoz,Extremadura
Piso,Casco Antiguo - Centro,100000,3,110,Badajoz,Extremadura
Piso,Calle Manuel Núñez,144000,4,95,Badajoz,Extremadura
Chalet,Calle San Bartolomé,89500,6,200,Badajoz,Extremadura
Piso,Calle Castillo de Zafra,135000,3,107,Badajoz,Extremadura
Chalet,Arrabal Tres Arroyos AR-9,348000,5,160,Badajoz,Extremadura
Piso,Calle Adelardo Covarsí,253000,5,186,Badajoz,Extremadura
Chalet,Camino de Jerez,130000,3,110,Badajoz,Extremadura
Piso,Avenida Santa Marina,349900,5,225,Badajoz,Extremadura
Casa Rural,SAN LORENZO,32000,3,106,Badajoz,Extremadura
Casa Rural,Mesones,29800,3,135,Badajoz,Extremadura
Ático,Pedrera,64000,2,64,Badajoz,Extremadura
Piso,Calle de José Macón,78000,2,70,Badajoz,Extremadura
Casa Rural,Vasco Nuñez,42000,3,96,Badajoz,Extremadura
Casa Rural,Paloma,31200,3,119,Badajoz,Extremadura
Chalet,Soledad,51800,4,145,Badajoz,Extremadura
Chalet,San Luis - Albarregas,220000,4,1000,Badajoz,Extremadura
Chalet,Cruces,74800,4,120,Badajoz,Extremadura
Piso,Calle Circo Romano,75500,4,148,Badajoz,Extremadura
Piso,Quintana de la Serena,129000,3,119,Badajoz,Extremadura
Chalet,San Jose,40000,3,117,Badajoz,Extremadura
Duplex,Ctra de Sevilla - Ronda sur,142999,2,103,Badajoz,Extremadura
Chalet,Calle Muñoz Torrero,154900,10,472,Badajoz,Extremadura
Piso,Calle Padre Panero,33300,3,80,Badajoz,Extremadura
Piso,La Estación,87000,3,83,Badajoz,Extremadura
Casa Rural,San Roque,33000,2,119,Badajoz,Extremadura
Chalet,Santa Marta,425000,6,128,Badajoz,Extremadura
Piso,Casco Antiguo - Centro,122900,5,198,Badajoz,Extremadura
Chalet,Dehesilla de Calamón - Campomanes,345000,6,1363,Badajoz,Extremadura
Chalet,Reina,62000,6,250,Badajoz,Extremadura
Piso,Pardaleras,230000,3,93,Badajoz,Extremadura
Piso,Huerta Rosales - Valdepasillas,137000,2,76,Badajoz,Extremadura
Piso,Republica argentina s/n,222500,2,62,Badajoz,Extremadura
Chalet,Avda Elvas,196000,4,145,Badajoz,Extremadura
Chalet,Centro - Argentina,1125000,7,100,Badajoz,Extremadura
Piso,Avenida Damián Téllez Lafuente 20 B,167000,3,110,Badajoz,Extremadura
Duplex,Puebla de la Calzada,131000,4,200,Badajoz,Extremadura
Chalet,Ciudad Jardín,265000,4,149,Badajoz,Extremadura
Chalet,Montijo,68500,3,95,Badajoz,Extremadura
Piso,Ramon y Cajal 9,255000,4,139,Badajoz,Extremadura
Chalet,Las Vaguadas - Carretera Valverde,675000,8,1422,Badajoz,Extremadura
Casa Rural,Puebla de Obando,90000,1,60,Badajoz,Extremadura
Piso,Casco Antiguo - Centro,155000,3,145,Badajoz,Extremadura
Piso,Casco Antiguo - Centro,93500,4,120,Badajoz,Extremadura
Chalet,Los Milagros - Corchera,198500,3,36,Badajoz,Extremadura
Chalet,Urbanizacion El Manatio s/n,172000,4,144,Badajoz,Extremadura
Chalet,Centro - Argentina,104500,5,180,Badajoz,Extremadura
Chalet,Villanueva de la Serena,100000,3,198,Badajoz,Extremadura
Piso,Centro - Argentina,335000,6,230,Badajoz,Extremadura
Chalet,Dehesilla de Calamón - Campomanes,309000,5,5000,Badajoz,Extremadura
Chalet,Centro - Argentina,74900,2,3246,Badajoz,Extremadura
Piso,Santa Marina - La Paz,198000,3,86,Badajoz,Extremadura
Piso,Maria Auxiliadora - Barriada LLera,186500,3,95,Badajoz,Extremadura
Piso,Santa Marina - La Paz,159000,3,80,Badajoz,Extremadura
Chalet,Bodegones - Salesianos,113900,2,120,Badajoz,Extremadura
Chalet,Torrente,439000,4,204,Badajoz,Extremadura
Piso,Maria Auxiliadora - Barriada LLera,149000,2,68,Badajoz,Extremadura
Piso,Atalaya,339000,2,77,Badajoz,Extremadura
Piso,Santa Marina - La Paz,110000,3,100,Badajoz,Extremadura
Piso,Avenida José Fernández López 6,92000,4,128,Badajoz,Extremadura
Casa Rural,Calle Juan Carlos I 1,170000,5,172,Badajoz,Extremadura
Casa Rural,Fuentes de Leon,90000,0,100,Badajoz,Extremadura
Casa Rural,Fuentes de Leon,90000,1,85000,Badajoz,Extremadura
Casa Rural,Cabeza la Vaca,500000,0,1000,Badajoz,Extremadura
Casa Rural,Fuentes de Leon,49000,1,47,Badajoz,Extremadura
Chalet,Cabeza la Vaca,95000,5,121,Badajoz,Extremadura
Casa Rural,Fuentes de Leon,115000,0,53,Badajoz,Extremadura
Piso,Pardaleras,189900,3,113,Badajoz,Extremadura
Chalet,Herrera del Duque,49000,7,278,Badajoz,Extremadura
Piso,Centro - Argentina,110000,4,126,Badajoz,Extremadura
Piso,Huerta Rosales - Valdepasillas,189000,3,81,Badajoz,Extremadura
Piso,Casco Antiguo - Centro,20900,2,64,Badajoz,Extremadura
Piso,Los Milagros - Corchera,140000,3,113,Badajoz,Extremadura
Chalet,Golf Guadiana,360000,4,142,Badajoz,Extremadura
Piso,Avda Elvas,169000,3,92,Badajoz,Extremadura
Piso,Ronda del Pilar,179000,5,138,Badajoz,Extremadura
Chalet,Calle Cruces,54000,4,153,Badajoz,Extremadura
Chalet,Santa Amalia,249999,7,500,Badajoz,Extremadura
Chalet,Cruz del Rio,45000,3,130,Badajoz,Extremadura
Chalet,Centro - Argentina,130000,1,49,Badajoz,Extremadura
Piso,San Luis - Albarregas,90000,4,146,Badajoz,Extremadura
Chalet,Almendralejo,225000,3,89,Badajoz,Extremadura
Piso,San Roque - Ronda norte,104000,2,61,Badajoz,Extremadura
Chalet,Medellin,449999,3,2200,Badajoz,Extremadura
Chalet,Esparragosa de la Serena,65000,4,145,Badajoz,Extremadura
Chalet,Diseminado Diseminados 80,220000,8,250,Badajoz,Extremadura
Chalet,Centro - Argentina,240000,1,333,Badajoz,Extremadura
Chalet,Talavera la Real,140000,3,60,Badajoz,Extremadura
Piso,Ctra de Sevilla - Ronda sur,68000,1,60,Badajoz,Extremadura
Piso,Santa Marina - La Paz,140000,3,80,Badajoz,Extremadura
Chalet,Casco Antiguo - Centro,250000,10,411,Badajoz,Extremadura
Piso,Ciudad Jardín,111650,2,65,Badajoz,Extremadura
Piso,Los Milagros - Corchera,87900,3,105,Badajoz,Extremadura
Chalet,San Juan - Santa Isabel,44500,3,95,Badajoz,Extremadura
Chalet,Zafra,100000,4,156,Badajoz,Extremadura
Piso,Centro - Argentina,168900,5,190,Badajoz,Extremadura
Piso,Los Milagros - Corchera,87900,3,95,Badajoz,Extremadura
Chalet,Medina de las Torres,195000,6,219,Badajoz,Extremadura
Chalet,Los Santos de Maimona,120000,8,327,Badajoz,Extremadura
Piso,El Prado,139900,3,89,Badajoz,Extremadura
Chalet,Calle Parque de Doñana 4,349000,6,232,Badajoz,Extremadura
Piso,Pardaleras,339000,5,200,Badajoz,Extremadura
Casa Rural,Cabeza la Vaca,32000,0,39,Badajoz,Extremadura
Ático,Las Vaguadas - Carretera Valverde,380000,5,193,Badajoz,Extremadura
Chalet,Calle Parque de Doñana 4,349000,6,241,Badajoz,Extremadura
Casa Rural,Fuentes de Leon,35000,0,33,Badajoz,Extremadura
Piso,Calle Newton,149000,4,96,Badajoz,Extremadura
Casa Rural,Fuentes de Leon,60000,0,15,Badajoz,Extremadura
Duplex,Huerta Rosales - Valdepasillas,192000,3,151,Badajoz,Extremadura
Piso,Bodegones - Salesianos,137000,3,83,Badajoz,Extremadura
Piso,San Luis - Albarregas,53000,2,61,Badajoz,Extremadura
Piso,San Juan - Santa Isabel,74900,3,97,Badajoz,Extremadura
Chalet,Los Milagros - Corchera,235000,4,148,Badajoz,Extremadura
Piso,Zafra,98000,3,90,Badajoz,Extremadura
Piso,San Roque - Ronda norte,119900,3,106,Badajoz,Extremadura
Piso,Centro - Argentina,85000,3,95,Badajoz,Extremadura
Piso,Nueva Ciudad,109999,3,117,Badajoz,Extremadura
Piso,Paseo de las artes y de los oficios s/n,146300,2,68,Badajoz,Extremadura
Piso,Zafra,60000,3,105,Badajoz,Extremadura
Piso,Centro - Argentina,119500,4,147,Badajoz,Extremadura
Piso,Zafra,49500,4,142,Badajoz,Extremadura
Piso,San Luis - Albarregas,54900,3,100,Badajoz,Extremadura
Piso,Los Milagros - Corchera,86900,3,88,Badajoz,Extremadura
Piso,Zafra,110000,3,107,Badajoz,Extremadura
Piso,Urbanización Proserpina,97900,2,73,Badajoz,Extremadura
Chalet,Casco Antiguo - Centro,89500,6,130,Badajoz,Extremadura
Piso,Zafra,195000,4,139,Badajoz,Extremadura
Piso,Nueva Ciudad,135900,3,90,Badajoz,Extremadura
Chalet,Los Santos de Maimona,105000,3,116,Badajoz,Extremadura
Piso,San Luis - Albarregas,49500,3,104,Badajoz,Extremadura
Piso,Almendralejo,185000,4,142,Badajoz,Extremadura
Piso,Almendralejo,112000,3,97,Badajoz,Extremadura
Piso,San Luis - Albarregas,46000,3,113,Badajoz,Extremadura
Piso,Centro - Argentina,75000,3,114,Badajoz,Extremadura
Piso,Bodegones - Salesianos,176000,4,136,Badajoz,Extremadura
Piso,Centro - Argentina,275000,4,131,Badajoz,Extremadura
Piso,Centro - Argentina,145000,2,79,Badajoz,Extremadura
Piso,Almendralejo,69900,2,72,Badajoz,Extremadura
Piso,Bodegones - Salesianos,45000,1,54,Badajoz,Extremadura
Piso,Calle Ángel Quintanilla Ulla 06011 Badajoz Badajoz España 9,313000,4,134,Badajoz,Extremadura
Chalet,Avenida del Sol,50000,3,16,Badajoz,Extremadura
Chalet,Calle Bonifacio Gil,120000,3,89,Badajoz,Extremadura
Chalet,Calle Dinamarca 5,81000,3,98,Badajoz,Extremadura
Chalet,Calle Llana,188500,2,62,Badajoz,Extremadura
Chalet,Calle Pescadores,79800,4,134,Badajoz,Extremadura
Duplex,Calle Juan Casado,79000,3,106,Badajoz,Extremadura
Piso,Ciudad Jardín,87500,3,64,Badajoz,Extremadura
Chalet,824800258,Los Milagros - Corchera,180000,403,Badajoz,Extremadura
Chalet,Aljucén,85000,5,189,Badajoz,Extremadura
Piso,Calle Museo,165000,2,78,Badajoz,Extremadura
Chalet,Calle Garrotera,115000,4,327,Badajoz,Extremadura
Piso,Martín Cansado,84900,1,50,Badajoz,Extremadura
Casa Rural,Calle Coso 3,399000,8,305,Badajoz,Extremadura
Casa Rural,EX-112,495000,1,60000,Badajoz,Extremadura
Piso,Calle Real 37,110000,5,178,Badajoz,Extremadura
Piso,Rivilla,140000,3,80,Badajoz,Extremadura
Piso,Calle Arroyazo,148500,3,107,Badajoz,Extremadura
Piso,Ciudad Jardín,89990,2,69,Badajoz,Extremadura
Chalet,Diseminado Tordo,120000,4,150,Badajoz,Extremadura
Piso,Fernando Garrorena 1,150000,4,149,Badajoz,Extremadura
Chalet,Las Vaguadas - Carretera Valverde,480000,4,1000,Badajoz,Extremadura
Piso,Casco Antiguo - Centro,300000,4,143,Badajoz,Extremadura
Piso,Avda Elvas,230000,3,96,Badajoz,Extremadura
Piso,Santa Marina - La Paz,415000,6,213,Badajoz,Extremadura
Chalet,Calle Gurugú 53,45000,3,160,Badajoz,Extremadura
Piso,Almendralejo,80000,3,110,Badajoz,Extremadura
Chalet,Camino del Almendro,345000,11,30,Badajoz,Extremadura
Casa Rural,iglesia 69,20000,1,47,Badajoz,Extremadura
Chalet,Villagonzalo,69900,5,315,Badajoz,Extremadura
Piso,Santa Marina - La Paz,195000,2,74,Badajoz,Extremadura
Piso,Juan Ramón jiménez 4,125000,3,102,Badajoz,Extremadura
Chalet,Las Vaguadas - Carretera Valverde,360000,5,187,Badajoz,Extremadura
Chalet,Villafranco del Guadiana,141900,4,151,Badajoz,Extremadura
Piso,Calamonte,66500,4,138,Badajoz,Extremadura
Piso,Carretera de la Corte,82500,2,64,Badajoz,Extremadura
Piso,Huerta Rosales - Valdepasillas,173000,4,93,Badajoz,Extremadura
Piso,Avenida del Perú 27,238500,3,100,Badajoz,Extremadura
Piso,Avenida del Perú 27,225000,3,103,Badajoz,Extremadura
Ático,Calle MATILDE TAGLE ORTIZ 38,259000,3,16,Badajoz,Extremadura
Piso,Avenida del Perú 27,301500,4,126,Badajoz,Extremadura
Piso,Avenida del Perú 27,247000,3,100,Badajoz,Extremadura
Piso,Avenida del Perú 27,313000,4,125,Badajoz,Extremadura
Chalet,Calle Enrique Real,60000,4,123,Badajoz,Extremadura
Piso,Calle Ercilla,16000,3,40,Badajoz,Extremadura
Duplex,Centro - Argentina,335000,5,9,Badajoz,Extremadura
Piso,Santa Marina - La Paz,245000,5,199,Badajoz,Extremadura
Chalet,Don Benito,120000,4,4100,Badajoz,Extremadura
Chalet,Calle Toledillo,40500,3,93,Badajoz,Extremadura
Piso,Santa Marina - La Paz,249500,5,160,Badajoz,Extremadura
Chalet,Las Vaguadas - Carretera Valverde,235000,5,160,Badajoz,Extremadura
Piso,Calle Godofredo Ortega y Muñoz,220000,4,141,Badajoz,Extremadura
Duplex,ALFONSO GODINEZ,192000,3,47,Badajoz,Extremadura
Casa Rural,Calle Alonso de Cárdenas 22,32000,2,69,Badajoz,Extremadura
Casa Rural,Bodegones - Salesianos,360000,5,196,Badajoz,Extremadura
Chalet,Pedanías norte,204000,4,5000,Badajoz,Extremadura
Chalet,Bodegones - Salesianos,23700,3,114,Badajoz,Extremadura
Piso,Calle Guadiana,45500,3,93,Badajoz,Extremadura
Chalet,Montijo,70000,3,115,Badajoz,Extremadura
 29,824800322,Calle Guillermo Soto,29,561,Badajoz,Extremadura
Piso,Montijo,38000,3,90,Badajoz,Extremadura
Piso,Avenida del Perú 29,225000,3,101,Badajoz,Extremadura
Chalet,Bodegones - Salesianos,29100,2,76,Badajoz,Extremadura
Piso,Calle Romero de Cepeda,139000,3,10762,Badajoz,Extremadura
Piso,Nueva Ciudad,36500,3,89,Badajoz,Extremadura
Piso,Santa Marina - La Paz,189900,4,154,Badajoz,Extremadura
Piso,Santa Marina - La Paz,599000,5,170,Badajoz,Extremadura
Piso,Calle Poeta Miguel Hernández,27573,3,101,Badajoz,Extremadura
Piso,Casco Antiguo - Centro,175000,6,203,Badajoz,Extremadura
Chalet,El Prado,194700,4,153,Badajoz,Extremadura
Piso,Maria Auxiliadora - Barriada LLera,130000,2,65,Badajoz,Extremadura
Piso,La Estación,145000,3,83,Badajoz,Extremadura
Piso,Casco Antiguo - Centro,183000,3,85,Badajoz,Extremadura
Chalet,San Pedro de Mérida,49800,3,115,Badajoz,Extremadura
Chalet,Avda Elvas,399000,4,150,Badajoz,Extremadura
Piso,Nueva Ciudad,57445,3,119,Badajoz,Extremadura
Piso,Santa Marina - La Paz,123000,3,110,Badajoz,Extremadura
Piso,La Estación,136000,3,105,Badajoz,Extremadura
Casa Rural,Nueva Ciudad,96800,3,100,Badajoz,Extremadura
Piso,Avda Elvas,90000,1,46,Badajoz,Extremadura
Piso,Calle José Martínez Ruiz-Azorín,86675,3,109,Badajoz,Extremadura
Piso,Nueva Ciudad,109700,3,83,Badajoz,Extremadura
Piso,Santa Marina - La Paz,140000,3,78,Badajoz,Extremadura
Piso,Nueva Ciudad,57445,3,116,Badajoz,Extremadura
Chalet,El Prado,194700,4,123,Badajoz,Extremadura
Piso,Nueva Ciudad,109700,3,83,Badajoz,Extremadura
Piso,La Estación,136000,3,87,Badajoz,Extremadura
Chalet,Casas de Don Pedro,62600,3,550,Badajoz,Extremadura
Chalet,Centro - Argentina,359000,7,282,Badajoz,Extremadura
Piso,Santa Marina - La Paz,123000,3,109,Badajoz,Extremadura
Piso,Los Milagros - Corchera,87100,3,98,Badajoz,Extremadura
Casa Rural,Nueva Ciudad,96800,3,110,Badajoz,Extremadura
Chalet,Avda Elvas,399000,4,157,Badajoz,Extremadura
Piso,Casco Antiguo - Centro,270000,3,130,Badajoz,Extremadura
Piso,Avenida Príncipe de Asturias esquina Calle Francisco Guerra s/n,343000,4,155,Badajoz,Extremadura
Piso,Avenida Príncipe de Asturias esquina Calle Francisco Guerra s/n,289000,3,111,Badajoz,Extremadura
Piso,Avenida Príncipe de Asturias esquina Calle Francisco Guerra s/n,276000,3,82,Badajoz,Extremadura
Piso,Avenida Príncipe de Asturias esquina Calle Francisco Guerra s/n,271000,3,109,Badajoz,Extremadura
Piso,Avenida Príncipe de Asturias esquina Calle Francisco Guerra s/n,281000,3,84,Badajoz,Extremadura
Piso,Avenida Príncipe de Asturias esquina Calle Francisco Guerra s/n,283000,3,102,Badajoz,Extremadura
Duplex,Avenida Príncipe de Asturias esquina Calle Francisco Guerra s/n,410000,4,151,Badajoz,Extremadura
Piso,Avenida Príncipe de Asturias esquina Calle Francisco Guerra s/n,260000,3,91,Badajoz,Extremadura
Piso,Calle Alicante,115000,3,102,Badajoz,Extremadura
Chalet,Calle Felipe Trigo,35000,3,50,Badajoz,Extremadura
Piso,N-630,46000,3,130,Badajoz,Extremadura
Piso,Avenida Colón,33000,4,125,Badajoz,Extremadura
Piso,Calle Jacinto Benavente,65000,3,120,Badajoz,Extremadura
Chalet,Travesía Soledad,28000,2,116,Badajoz,Extremadura
Chalet,Calle Árboles 100,100000,4,119,Badajoz,Extremadura
Piso,Bodegones - Salesianos,95000,2,64,Badajoz,Extremadura
Chalet,Avenida de Las Vegas Altas 152,253800,4,139,Badajoz,Extremadura
Duplex,Calle Eugenio Hermoso 3,339900,4,134,Badajoz,Extremadura
Piso,Calle Eugenio Hermoso 3,109900,1,52,Badajoz,Extremadura
Duplex,Calle Eugenio Hermoso 3,179000,2,70,Badajoz,Extremadura
Chalet,Calle Jarilla 5,92000,5,300,Badajoz,Extremadura
Piso,Calle Eugenio Hermoso 3,89400,1,46,Badajoz,Extremadura
Piso,Calle Eugenio Hermoso 3,109900,1,44,Badajoz,Extremadura
Piso,Calle Eugenio Hermoso 3,126000,1,50,Badajoz,Extremadura
Duplex,Calle Eugenio Hermoso 3,329900,4,123,Badajoz,Extremadura
Piso,Los Milagros - Corchera,93000,2,62,Badajoz,Extremadura
Chalet,Pozo Dulce Chacón s/n,35000,1,49,Badajoz,Extremadura
Casa Rural,Montijo,490000,6,5,Badajoz,Extremadura
Chalet,Calle Hornos de Medina,29000,1,48,Badajoz,Extremadura
Piso,Calle Romero de Cepeda,149000,3,1188,Badajoz,Extremadura
Piso,Calle Romero de Cepeda,154000,3,12367,Badajoz,Extremadura
Piso,Calle Romero de Cepeda,127000,3,1013,Badajoz,Extremadura
Piso,La Estación,90000,2,50,Badajoz,Extremadura
Piso,Calle Romero de Cepeda,152000,3,12101,Badajoz,Extremadura
Piso,Calle Romero de Cepeda,150000,3,12028,Badajoz,Extremadura
Piso,Calle Romero de Cepeda,132000,3,11201,Badajoz,Extremadura
Piso,PADRE RAFAEL,195000,5,140,Badajoz,Extremadura
Piso,Calle Romero de Cepeda,135000,3,10714,Badajoz,Extremadura
Piso,Los Milagros - Corchera,77500,3,111,Badajoz,Extremadura
Piso,Calle Romero de Cepeda,136000,3,11422,Badajoz,Extremadura
Duplex,Ctra de Sevilla - Ronda sur,138000,2,62,Badajoz,Extremadura
Piso,Calle Romero de Cepeda,145000,3,102,Badajoz,Extremadura
Piso,Calle Romero de Cepeda,149000,3,12132,Badajoz,Extremadura
Chalet,Calle Lirio 15,89990,5,175,Badajoz,Extremadura
Chalet,Avenida Vicente Sos Baynat,80000,3,87,Badajoz,Extremadura
Piso,Calle Ramón y Cajal 28,129870,3,84,Badajoz,Extremadura
Piso,Calle Guareña 18,78740,3,89,Badajoz,Extremadura
Casa Rural,Calle Mengabril s/n,159700,3,119,Badajoz,Extremadura
Piso,Avenida República Argentina 8,38900,2,71,Badajoz,Extremadura
Chalet,Calle Luis Chamizo 18,124990,4,129,Badajoz,Extremadura
Casa Rural,Calle Buenavida,17000,2,100,Badajoz,Extremadura
Piso,Avenida DE SANTA MARINA,122000,3,92,Badajoz,Extremadura
Piso,Avenida de la Constitución 78,179600,4,122,Badajoz,Extremadura
Casa Rural,Calle Fernando Alfonso,185000,12,485,Badajoz,Extremadura
Chalet,Calle San Antonio 20,125000,3,117,Badajoz,Extremadura
Piso,Calle Ortigas 38,69800,4,133,Badajoz,Extremadura
Piso,ARTURO GAZUL,99000,3,83,Badajoz,Extremadura
Piso,Julia Urdiaín Zubelzu,169000,3,103,Badajoz,Extremadura
Ático,Avenida Del Prado 4,137600,3,70,Badajoz,Extremadura
Piso,Avenida DE EUROPA,335000,5,223,Badajoz,Extremadura
Piso,TREBOL,149000,3,99,Badajoz,Extremadura
Piso,Calle Elvas 23,190000,2,80,Badajoz,Extremadura
Piso,antonio montero moreno,150000,4,143,Badajoz,Extremadura
Piso,Calle Elvas 23,219000,3,91,Badajoz,Extremadura
Piso,VIENTO,100000,4,127,Badajoz,Extremadura
Piso,Avenida Del Prado 4,120600,3,70,Badajoz,Extremadura
Piso,Calle Elvas 23,225000,3,116,Badajoz,Extremadura
Piso,Calle Elvas 23,185000,2,75,Badajoz,Extremadura
Piso,Cuesta GENERAL,86900,3,119,Badajoz,Extremadura
Piso,Calle Elvas 23,225000,3,116,Badajoz,Extremadura
Piso,Julia Urdiaín Zubelzu,169000,3,103,Badajoz,Extremadura
Piso,Calle Elvas 23,185000,2,67,Badajoz,Extremadura
Piso,GODOFREDO ORTEGA Y MUÑOZ 11,169000,4,148,Badajoz,Extremadura
Piso,Avenida DE EUROPA,335000,5,223,Badajoz,Extremadura
Piso,PINTOR BARJOLA 3,125000,4,107,Badajoz,Extremadura
Ático,Avenida Del Prado 4,128600,3,70,Badajoz,Extremadura
Piso,Avenida Del Prado 4,113600,3,70,Badajoz,Extremadura
Ático,Avenida Del Prado 4,144600,3,70,Badajoz,Extremadura
Piso,VIENTO,100000,4,150,Badajoz,Extremadura
Chalet,Plaza Concepción 27,1000000,60,1600,Badajoz,Extremadura
Duplex,ROSA MORENA,145000,2,70,Badajoz,Extremadura
Piso,San Roque - Ronda norte,57500,2,72,Badajoz,Extremadura
Piso,Calle Matilde Tagle Ortiz 24,249000,3,103,Badajoz,Extremadura
Piso,Calle Matilde Tagle Ortiz s/n,172000,2,66,Badajoz,Extremadura
Piso,Calle Matilde Tagle Ortiz 24,225000,3,100,Badajoz,Extremadura
Ático,Avenida Elvas s/n,260000,3,91,Badajoz,Extremadura
Piso,Avenida Elvas s/n,245000,4,130,Badajoz,Extremadura
Piso,Calle Juan Aparicio,74930,3,8,Badajoz,Extremadura
Casa Rural,encinasola,35000,5,199,Badajoz,Extremadura
Piso,Calle Matilde Tagle Ortiz 24,225000,2,74,Badajoz,Extremadura
Piso,Calle Matilde Tagle Ortiz s/n,170000,2,61,Badajoz,Extremadura
Piso,Calle Matilde Tagle Ortiz s/n,235000,2,76,Badajoz,Extremadura
Piso,Calle Matilde Tagle Ortiz s/n,172000,2,65,Badajoz,Extremadura
Ático,Avenida Elvas s/n,290000,3,90,Badajoz,Extremadura
Piso,Calle Matilde Tagle Ortiz 24,265000,3,118,Badajoz,Extremadura
Piso,Calle Matilde Tagle Ortiz 24,175000,2,62,Badajoz,Extremadura
Piso,Avenida Elvas s/n,172000,2,66,Badajoz,Extremadura
Piso,Calle Matilde Tagle Ortiz s/n,180000,2,72,Badajoz,Extremadura
Piso,Avenida Elvas s/n,165000,2,80,Badajoz,Extremadura
Casa Rural,muñoz torrero,114000,4,140,Badajoz,Extremadura
Piso,Avenida Elvas s/n,170000,2,65,Badajoz,Extremadura
